"invoice_no","stock_code","description","quantity","invoice_date","unit_price","customer_id","country","missing_customerID","transaction_value","return_flag"
"C537251","21915","Red Harmonica In Box",-4,2010-12-06 10:45:00,1.25,NA,"UK",TRUE,-5,1
"C537251","84347","Rotating Silver Angels T-Light Hldr",-9,2010-12-06 10:45:00,2.55,NA,"UK",TRUE,-22.95,1
"C537251","22748","Poppy's Playhouse Kitchen",-4,2010-12-06 10:45:00,2.1,NA,"UK",TRUE,-8.4,1
"C537251","22943","Christmas Lights 10 Vintage Baubles",-6,2010-12-06 10:45:00,4.95,NA,"UK",TRUE,-29.7,1
"C537251","22418","10 Colour Spaceboy Pen",-7,2010-12-06 10:45:00,0.85,NA,"UK",TRUE,-5.95,1
"C537251","22911","Paper Chain Kit London",-2,2010-12-06 10:45:00,2.95,NA,"UK",TRUE,-5.9,1
"C537251","22940","Feltcraft Christmas Fairy",-5,2010-12-06 10:45:00,4.25,NA,"UK",TRUE,-21.25,1
"C537251","22141","Christmas Craft Tree Top Angel",-8,2010-12-06 10:45:00,2.1,NA,"UK",TRUE,-16.8,1
"C537251","22328","Round Snack Boxes Set Of 4 Fruits",-2,2010-12-06 10:45:00,2.95,NA,"UK",TRUE,-5.9,1
"C537251","22536","Magic Drawing Slate Purdey",-11,2010-12-06 10:45:00,0.42,NA,"UK",TRUE,-4.62,1
"C537251","21826","Eight Piece Dinosaur Set",-4,2010-12-06 10:45:00,1.25,NA,"UK",TRUE,-5,1
"C537251","22466","Fairy Tale Cottage Nightlight",-3,2010-12-06 10:45:00,1.95,NA,"UK",TRUE,-5.85,1
"C537314","21349","Ivy Heart Wreath",-4,2010-12-06 11:42:00,6.75,"13497","UK",FALSE,-27,1
"C537379","22865","Hand Warmer Owl Design",-10,2010-12-06 13:12:00,2.1,"15882","UK",FALSE,-21,1
"C537383","21658","Glass Beurre Dish",-1,2010-12-06 13:17:00,3.95,"16550","UK",FALSE,-3.95,1
"C537383","22197","Small Popcorn Holder",-1,2010-12-06 13:17:00,0.85,"16550","UK",FALSE,-0.85,1
"C537383","22371","Airline Bag Vintage Tokyo 78",-1,2010-12-06 13:17:00,4.25,"16550","UK",FALSE,-4.25,1
"C537398","22430","Enamel Watering Can Cream",-1,2010-12-06 14:22:00,4.95,"15426","UK",FALSE,-4.95,1
"C537402","22926","Ivory Giant Garden Thermometer",-4,2010-12-06 14:43:00,5.95,"15502","UK",FALSE,-23.8,1
"C537402","22927","Green Giant Garden Thermometer",-4,2010-12-06 14:43:00,5.95,"15502","UK",FALSE,-23.8,1
"C537402","47580","Tea Time Des Tea Cosy",-6,2010-12-06 14:43:00,2.55,"15502","UK",FALSE,-15.3,1
"C537402","22196","Small Heart Measuring Spoons",-12,2010-12-06 14:43:00,0.85,"15502","UK",FALSE,-10.2,1
"C537406","22926","Ivory Giant Garden Thermometer",-4,2010-12-06 14:53:00,5.95,"15502","UK",FALSE,-23.8,1
"C537406","22927","Green Giant Garden Thermometer",-4,2010-12-06 14:53:00,5.95,"15502","UK",FALSE,-23.8,1
"C537408","47580","Tea Time Des Tea Cosy",-6,2010-12-06 14:55:00,2.55,"15502","UK",FALSE,-15.3,1
"C537408","22196","Small Heart Measuring Spoons",-12,2010-12-06 14:55:00,0.85,"15502","UK",FALSE,-10.2,1
"C537413","22834","Hand Warmer Babushka Design",-72,2010-12-06 15:07:00,2.1,"14409","UK",FALSE,-151.2,1
"C537414","POST","Postage",-1,2010-12-06 15:09:00,4.41,"16861","UK",FALSE,-4.41,1
"C537414","22086","Paper Chain Kit 50'S Christmas",-6,2010-12-06 15:09:00,2.95,"16861","UK",FALSE,-17.7,1
"C537416","22840","Round Cake Tin Vintage Red",-1,2010-12-06 15:10:00,7.95,"16138","UK",FALSE,-7.95,1
"C537417","22960","Jam Making Set With Jars",-1,2010-12-06 15:12:00,4.25,"13481","UK",FALSE,-4.25,1
"537425","84968F","Check",-20,2010-12-06 15:35:00,0,NA,"UK",TRUE,0,1
"537426","84968E","Check",-35,2010-12-06 15:36:00,0,NA,"UK",TRUE,0,1
"537432","35833G","Damages",-43,2010-12-06 16:10:00,0,NA,"UK",TRUE,0,1
"C537431","21755","Love Building Block Word",-1,2010-12-06 16:10:00,5.95,"16782","UK",FALSE,-5.95,1
"C537444","22580","Advent Calendar Gingham Sack",-8,2010-12-07 08:42:00,5.95,"14850","UK",FALSE,-47.6,1
"C537445","22418","10 Colour Spaceboy Pen",-11,2010-12-07 08:57:00,0.85,"15021","UK",FALSE,-9.35,1
"C537530","21527","Red Retrospot Traditional Teapot",-1,2010-12-07 11:47:00,7.95,"13319","UK",FALSE,-7.95,1
"C537530","85047","White Beaded Garland String 20light",-2,2010-12-07 11:47:00,6.35,"13319","UK",FALSE,-12.7,1
"C537530","22726","Alarm Clock Bakelike Green",-2,2010-12-07 11:47:00,3.75,"13319","UK",FALSE,-7.5,1
"C537600","AMAZONFEE","Amazon Fee",-1,2010-12-07 12:41:00,1,NA,"UK",TRUE,-1,1
"C537602","85099B","Jumbo Bag Red Retrospot",-1,2010-12-07 12:45:00,1.65,"17511","UK",FALSE,-1.65,1
"C537602","21622","Vintage Union Jack Cushion Cover",-1,2010-12-07 12:45:00,4.95,"17511","UK",FALSE,-4.95,1
"C537602","22065","Christmas Pudding Trinket Pot",-1,2010-12-07 12:45:00,1.25,"17511","UK",FALSE,-1.25,1
"C537602","22654","Deluxe Sewing Kit",-1,2010-12-07 12:45:00,4.95,"17511","UK",FALSE,-4.95,1
"C537602","85123A","White Hanging Heart T-Light Holder",-1,2010-12-07 12:45:00,2.55,"17511","UK",FALSE,-2.55,1
"C537602","22665","Recipe Box Blue Sketchbook Design",-1,2010-12-07 12:45:00,2.95,"17511","UK",FALSE,-2.95,1
"C537602","22197","Small Popcorn Holder",-1,2010-12-07 12:45:00,0.72,"17511","UK",FALSE,-0.72,1
"C537602","22659","Lunch Box I Love London",-4,2010-12-07 12:45:00,1.65,"17511","UK",FALSE,-6.6,1
"C537602","22169","Family Album White Picture Frame",-1,2010-12-07 12:45:00,7.65,"17511","UK",FALSE,-7.65,1
"C537602","84050","Pink Heart Shape Egg Frying Pan",-1,2010-12-07 12:45:00,1.25,"17511","UK",FALSE,-1.25,1
"C537602","22198","Large Popcorn Holder",-1,2010-12-07 12:45:00,1.45,"17511","UK",FALSE,-1.45,1
"C537611","22865","Hand Warmer Owl Design",-36,2010-12-07 13:25:00,2.1,"17675","UK",FALSE,-75.6,1
"C537677","21166","Cook With Wine Metal Sign",-1,2010-12-08 09:55:00,1.95,"14796","UK",FALSE,-1.95,1
"C537684","22301","Coffee Mug Cat + Bird Design",-1,2010-12-08 10:18:00,2.55,"14901","UK",FALSE,-2.55,1
"C537684","22730","Alarm Clock Bakelike Ivory",-1,2010-12-08 10:18:00,3.75,"14901","UK",FALSE,-3.75,1
"C537746","22156","Heart Decoration With Pearls",-1,2010-12-08 11:03:00,0.85,"15021","UK",FALSE,-0.85,1
"C537746","21558","Skull Lunch Box With Cutlery",-1,2010-12-08 11:03:00,2.55,"15021","UK",FALSE,-2.55,1
"C537746","71477","Colour Glass. Star T-Light Holder",-1,2010-12-08 11:03:00,3.25,"15021","UK",FALSE,-3.25,1
"C537756","21914","Blue Harmonica In Box",-24,2010-12-08 11:33:00,1.25,"14952","UK",FALSE,-30,1
"C537756","84949","Silver Hanging T-Light Holder",-8,2010-12-08 11:33:00,1.65,"14952","UK",FALSE,-13.2,1
"C537763","85068","Cream Sweetheart Shelf + Hooks",-1,2010-12-08 12:03:00,7.95,"16713","UK",FALSE,-7.95,1
"C537788","16202E","Black Photo Album",-1,2010-12-08 12:49:00,5.55,"15916","UK",FALSE,-5.55,1
"C537797","22469","Heart Of Wicker Small",-1,2010-12-08 13:07:00,1.45,"13113","UK",FALSE,-1.45,1
"C537798","22357","Kings Choice Biscuit Tin",-1,2010-12-08 13:07:00,4.25,"16553","UK",FALSE,-4.25,1
"C537805","35004C","Set Of 3 Coloured Flying Ducks",-1,2010-12-08 13:18:00,4.65,"15311","UK",FALSE,-4.65,1
"C537805","40001","White Bamboo Ribs Lampshade",-2,2010-12-08 13:18:00,0.64,"15311","UK",FALSE,-1.28,1
"C537805","85047","White Beaded Garland String 20light",-1,2010-12-08 13:18:00,5.55,"15311","UK",FALSE,-5.55,1
"C537805","22719","Gumball Monochrome Coat Rack",-3,2010-12-08 13:18:00,1.06,"15311","UK",FALSE,-3.18,1
"C537805","20798","Clear Milkshake Glass",-4,2010-12-08 13:18:00,1.65,"15311","UK",FALSE,-6.6,1
"C537805","22198","Large Popcorn Holder",-1,2010-12-08 13:18:00,1.45,"15311","UK",FALSE,-1.45,1
"C537805","22197","Small Popcorn Holder",-1,2010-12-08 13:18:00,0.72,"15311","UK",FALSE,-0.72,1
"C537805","20829","Glitter Hanging Butterfly String",-1,2010-12-08 13:18:00,2.1,"15311","UK",FALSE,-2.1,1
"C537805","22571","Rocking Horse Red Christmas",-1,2010-12-08 13:18:00,0.85,"15311","UK",FALSE,-0.85,1
"C537807","84949","Silver Hanging T-Light Holder",-5,2010-12-08 13:23:00,1.65,"13495","UK",FALSE,-8.25,1
"C537807","21730","Glass Star Frosted T-Light Holder",-3,2010-12-08 13:23:00,4.95,"13495","UK",FALSE,-14.85,1
"C537807","21143","Antique Glass Heart Decoration",-1,2010-12-08 13:23:00,1.95,"13495","UK",FALSE,-1.95,1
"C537807","21812","Garland With Hearts And Bells",-6,2010-12-08 13:23:00,4.95,"13495","UK",FALSE,-29.7,1
"C537821","85048","15cm Christmas Glass Ball 20 Lights",-3,2010-12-08 14:20:00,6.95,"18193","UK",FALSE,-20.85,1
"C537824","22784","Lantern Cream Gazebo",-1,2010-12-08 14:27:00,4.95,"12870","UK",FALSE,-4.95,1
"C537832","22073","Red Retrospot Storage Jar",-2,2010-12-08 14:52:00,3.75,"16858","UK",FALSE,-7.5,1
"C537832","21531","Red Retrospot Sugar Jam Bowl",-4,2010-12-08 14:52:00,2.1,"16858","UK",FALSE,-8.4,1
"C537832","21527","Red Retrospot Traditional Teapot",-2,2010-12-08 14:52:00,6.95,"16858","UK",FALSE,-13.9,1
"C537834","22697","Green Regency Teacup And Saucer",-1,2010-12-08 14:54:00,2.95,"13267","UK",FALSE,-2.95,1
"C537834","21314","Small Glass Heart Trinket Pot",-1,2010-12-08 14:54:00,2.1,"13267","UK",FALSE,-2.1,1
"C537834","22798","Antique Glass Dressing Table Pot",-3,2010-12-08 14:54:00,2.95,"13267","UK",FALSE,-8.85,1
"C537835","22138","Baking Set 9 Piece Retrospot",-3,2010-12-08 14:57:00,4.95,"14618","UK",FALSE,-14.85,1
"C537838","22299","Pig Keyring With Light & Sound",-4,2010-12-08 15:01:00,1.25,"13115","UK",FALSE,-5,1
"C537853","79000","Moroccan Tea Glass",-1,2010-12-08 15:57:00,0.85,"13370","UK",FALSE,-0.85,1
"C537853","22940","Feltcraft Christmas Fairy",-1,2010-12-08 15:57:00,4.25,"13370","UK",FALSE,-4.25,1
"C537853","22697","Green Regency Teacup And Saucer",-1,2010-12-08 15:57:00,2.95,"13370","UK",FALSE,-2.95,1
"C537853","22960","Jam Making Set With Jars",-2,2010-12-08 15:57:00,4.25,"13370","UK",FALSE,-8.5,1
"C537856","37370","Retro Coffee Mugs Assorted",-2,2010-12-08 15:59:00,1.25,"14388","UK",FALSE,-2.5,1
"C537860","84406B","Cream Cupid Hearts Coat Hanger",-8,2010-12-08 16:15:00,3.25,"16252","UK",FALSE,-26,1
"C537860","22295","Heart Filigree Dove Large",-12,2010-12-08 16:15:00,1.65,"16252","UK",FALSE,-19.8,1
"C537860","21624","Vintage Union Jack Doorstop",-3,2010-12-08 16:15:00,5.95,"16252","UK",FALSE,-17.85,1
"C537860","21485","Retrospot Heart Hot Water Bottle",-3,2010-12-08 16:15:00,4.95,"16252","UK",FALSE,-14.85,1
"C537860","20897","Vintage Notebook Paris Days",-6,2010-12-08 16:15:00,2.95,"16252","UK",FALSE,-17.7,1
"C537860","37370","Retro Coffee Mugs Assorted",-12,2010-12-08 16:15:00,1.25,"16252","UK",FALSE,-15,1
"C537860","22049","Wrap Christmas Screen Print",-25,2010-12-08 16:15:00,0.42,"16252","UK",FALSE,-10.5,1
"C537860","21888","Bingo Set",-4,2010-12-08 16:15:00,3.75,"16252","UK",FALSE,-15,1
"C537860","21240","Blue Polkadot Cup",-8,2010-12-08 16:15:00,0.85,"16252","UK",FALSE,-6.8,1
"C537860","21066","Vintage Red Mug",-12,2010-12-08 16:15:00,1.25,"16252","UK",FALSE,-15,1
"C537860","20675","Blue Polkadot Bowl",-8,2010-12-08 16:15:00,1.25,"16252","UK",FALSE,-10,1
"C537860","21244","Blue Polkadot Plate",-8,2010-12-08 16:15:00,1.69,"16252","UK",FALSE,-13.52,1
"C537860","21242","Red Retrospot Plate",-8,2010-12-08 16:15:00,1.69,"16252","UK",FALSE,-13.52,1
"C537860","20676","Red Retrospot Bowl",-8,2010-12-08 16:15:00,1.25,"16252","UK",FALSE,-10,1
"C537860","79066K","Retro Mod Tray",-10,2010-12-08 16:15:00,0.85,"16252","UK",FALSE,-8.5,1
"C537860","22637","Piggy Bank Retrospot",-6,2010-12-08 16:15:00,2.55,"16252","UK",FALSE,-15.3,1
"C537860","22508","Doorstop Retrospot Heart",-4,2010-12-08 16:15:00,3.75,"16252","UK",FALSE,-15,1
"C537860","21238","Red Retrospot Cup",-8,2010-12-08 16:15:00,0.85,"16252","UK",FALSE,-6.8,1
"C537998","22727","Alarm Clock Bakelike Red",-4,2010-12-09 11:42:00,3.75,"17411","UK",FALSE,-15,1
"C537998","22725","Alarm Clock Bakelike Chocolate",-4,2010-12-09 11:42:00,3.75,"17411","UK",FALSE,-15,1
"C538052","22138","Baking Set 9 Piece Retrospot",-1,2010-12-09 13:28:00,4.95,"15181","UK",FALSE,-4.95,1
"C538059","84380","Set Of 3 Butterfly Cookie Cutters",-12,2010-12-09 13:38:00,1.25,"14205","UK",FALSE,-15,1
"C538059","21535","Red Retrospot Small Milk Jug",-6,2010-12-09 13:38:00,2.55,"14205","UK",FALSE,-15.3,1
"C538059","20914","Set/5 Red Retrospot Lid Glass Bowls",-6,2010-12-09 13:38:00,2.95,"14205","UK",FALSE,-17.7,1
"C538059","84378","Set Of 3 Heart Cookie Cutters",-12,2010-12-09 13:38:00,1.25,"14205","UK",FALSE,-15,1
"C538059","48188","Doormat Welcome Puppies",-2,2010-12-09 13:38:00,7.95,"14205","UK",FALSE,-15.9,1
"C538059","22697","Green Regency Teacup And Saucer",-6,2010-12-09 13:38:00,2.95,"14205","UK",FALSE,-17.7,1
"C538059","48187","Doormat New England",-2,2010-12-09 13:38:00,7.95,"14205","UK",FALSE,-15.9,1
"C538059","22727","Alarm Clock Bakelike Red",-4,2010-12-09 13:38:00,3.75,"14205","UK",FALSE,-15,1
"C538059","22699","Roses Regency Teacup And Saucer",-6,2010-12-09 13:38:00,2.95,"14205","UK",FALSE,-17.7,1
"C538059","22698","Pink Regency Teacup And Saucer",-6,2010-12-09 13:38:00,2.95,"14205","UK",FALSE,-17.7,1
"C538059","21975","Pack Of 60 Dinosaur Cake Cases",-24,2010-12-09 13:38:00,0.55,"14205","UK",FALSE,-13.2,1
"C538059","21533","Retrospot Large Milk Jug",-3,2010-12-09 13:38:00,4.95,"14205","UK",FALSE,-14.85,1
"C538059","21210","Set Of 72 Retrospot Paper Doilies",-12,2010-12-09 13:38:00,1.45,"14205","UK",FALSE,-17.4,1
"C538062","22139","Retrospot Tea Set Ceramic 11 Pc",-14,2010-12-09 13:40:00,4.25,"17702","UK",FALSE,-59.5,1
"C538062","22329","Round Container Set Of 5 Retrospot",-4,2010-12-09 13:40:00,1.65,"17702","UK",FALSE,-6.6,1
"C538062","21430","Set/3 Red Gingham Rose Storage Box",-1,2010-12-09 13:40:00,3.75,"17702","UK",FALSE,-3.75,1
"C538062","20973","12 Pencil Small Tube Woodland",-2,2010-12-09 13:40:00,0.65,"17702","UK",FALSE,-1.3,1
"C538066","22083","Paper Chain Kit Retrospot",-1,2010-12-09 13:58:00,2.95,"15738","UK",FALSE,-2.95,1
"538072","22423","Faulty",-13,2010-12-09 14:10:00,0,NA,"UK",TRUE,0,1
"C538075","21284","Retrospot Candle Small",-12,2010-12-09 14:12:00,1.69,"13021","UK",FALSE,-20.28,1
"C538081","22630","Dolly Girl Lunch Box",-33,2010-12-09 14:29:00,1.95,"16898","UK",FALSE,-64.35,1
"C538082","21864","Union Jack Flag Passport Cover",-20,2010-12-09 14:30:00,2.1,"13777","UK",FALSE,-42,1
"C538083","85099B","Jumbo Bag Red Retrospot",-3,2010-12-09 14:40:00,1.95,"15750","UK",FALSE,-5.85,1
"C538083","22633","Hand Warmer Union Jack",-4,2010-12-09 14:40:00,2.1,"15750","UK",FALSE,-8.4,1
"C538085","82486","Wood S/3 Cabinet Ant White Finish",-1,2010-12-09 14:43:00,7.95,"16350","UK",FALSE,-7.95,1
"C538085","21314","Small Glass Heart Trinket Pot",-1,2010-12-09 14:43:00,2.1,"16350","UK",FALSE,-2.1,1
"C538085","82483","Wood 2 Drawer Cabinet White Finish",-1,2010-12-09 14:43:00,5.95,"16350","UK",FALSE,-5.95,1
"C538088","84625C","Blue New Baroque Candlestick Candle",-24,2010-12-09 14:45:00,0.85,"14766","UK",FALSE,-20.4,1
"C538089","21906","Pharmacie First Aid Tin",-1,2010-12-09 14:47:00,6.75,"18230","UK",FALSE,-6.75,1
"538090","20956","?",-723,2010-12-09 14:48:00,0,NA,"UK",TRUE,0,1
"C538099","72807C","Set/3 Vanilla Scented Candle In Box",-1,2010-12-09 14:58:00,4.25,"15279","UK",FALSE,-4.25,1
"C538099","22457","Natural Slate Heart Chalkboard",-3,2010-12-09 14:58:00,2.95,"15279","UK",FALSE,-8.85,1
"C538100","84798A","Pink Foxglove Artiifcial Flower",-12,2010-12-09 15:00:00,2.55,"16579","UK",FALSE,-30.6,1
"C538102","84792","Enchanted Bird Coathanger 5 Hook",-2,2010-12-09 15:01:00,4.65,"14047","UK",FALSE,-9.3,1
"C538105","79163","Black Champagne Glass",-1,2010-12-09 15:18:00,1.65,"16781","UK",FALSE,-1.65,1
